imdbID,isAdult,movie_name,movie_date,box_office,runtime,language,countries,genres,author_book,year_book,rating,numVotes
tt0051219,0,zarak,1956,1400000.0,99.0,English Language,United Kingdom,"Romance Film, Action, Adventure", A. J. Bevan,1949,5.5,456
tt0051369,0,apacheterritory,1958,,72.0,English Language,United States of America,"Western, Action, Romance Film",Louis L'Amour,1957,5.7,663
tt0051383,0,auntiemame,1958,,143.0,English Language,United States of America,"Drama, Comedy, Film adaptation",Patrick Dennis,1955,7.9,13006
tt0051402,0,battleofthev-1,1958,,104.0,English Language,United Kingdom,War film,Bernard Newman,1955,5.7,378
tt0051429,0,bonjourtristesse,1958,,94.0,English Language,United States of America,Drama,Françoise Sagan,1954,6.9,5815
tt0051432,0,thebraineaters,1958,,60.0,English Language,United States of America,"Science Fiction, Horror, Sci-Fi Horror",Robert A. Heinlein,1951,4.4,1857
tt0051433,0,thebravados,1958,,97.0,English Language,United States of America,"Action/Adventure, Western, Drama",Frank O'Rourke,1958,7.0,6669
tt0051435,0,thebrotherskaramazov,1958,,145.0,English Language,United States of America,Drama,Fyodor Dostoyevsky,1880,6.7,3130
tt0051554,0,dracula,1958,,82.0,English Language,United Kingdom,"Thriller, Horror",Bram Stoker,1897,7.2,28978
tt0051630,0,frankenstein1970,1958,,83.0,English Language,United States of America,"Sci-Fi Horror, Science Fiction, Horror, Creature Film",Mary Shelley,1818,4.9,1575
tt0051638,0,fromtheearthtothemoon,1958,,101.0,English Language,United States of America,Science Fiction,Jules Verne,1865,5.1,1851
tt0051666,0,god'slittleacre,1958,,111.0,English Language,United States of America,"Romance Film, Drama, Comedy",Erskine Caldwell,1933,6.5,2119
tt0051687,0,thegunrunners,1958,,82.0,English Language,United States of America,"Action/Adventure, Action, Drama, Adventure, Film adaptation",Ernest Hemingway,1937,6.3,905
tt0051702,0,harryblack,1958,,107.0,English Language,"United States of America, United Kingdom","Action, Drama, Adventure",David Walker,1956,6.2,348
tt0051806,0,kalapani,1958,,164.0,Hindi Language,India,"Bollywood, Musical, World cinema, Black-and-white",A. J. Cronin,1953,7.0,367
tt0051819,0,kingsgoforth,1958,,109.0,"French Language, German Language, English Language",United States of America,"Melodrama, War film, Black-and-white, Drama, Film adaptation, Romance Film, Action",Joe David Brown,1956,6.5,1850
tt0051864,0,thelightintheforest,1958,,83.0,English Language,United States of America,"Western, Drama, Family Film, Adventure",Conrad Richter,1953,6.4,715
tt0051878,0,"thelong,hotsummer",1958,,115.0,English Language,United States of America,"Romantic drama, Romance Film, Drama",William Faulkner,1940,7.3,12717
tt0051899,0,manofthewest,1958,,100.0,English Language,United States of America,"Action/Adventure, Western, Action", Will C. Brown,1955,7.0,9613
tt0051978,0,thenakedandthedead,1958,,131.0,,United States of America,War film,Norman Mailer,1948,6.4,1873
tt0052027,0,theoldmanandthesea,1958,,86.0,English Language,United States of America,"Drama, Film adaptation",Ernest Hemingway,1951,6.9,8809
tt0052106,0,thequietamerican,1958,,122.0,English Language,United States of America,"Thriller, Political thriller, Drama, Political drama, Film adaptation",Graham Greene,1955,6.6,2151
tt0052131,0,thereturnofdracula,1958,,77.0,,United States of America,"B-movie, Horror",Bram Stoker,1897,5.7,1609
tt0052148,0,therootsofheaven,1958,3000000.0,121.0,English Language,United States of America,"Melodrama, Drama, Adventure",Romain Gary,1957,6.3,1158
tt0052225,0,southpacific,1958,36800000.0,171.0,"French Language, English Language",United States of America,"Musical, Roadshow theatrical release, Romance Film, War film",James A. Michener,1947,6.8,10224
tt0052270,0,ataleoftwocities,1958,,142.0,English Language,United Kingdom,"History, Black-and-white, Drama, Film adaptation, Romantic drama, Romance Film",Charles Dickens,1859,7.1,1648
tt0052275,0,tarzan'sfightforlife,1958,,86.0,English Language,United States of America,"Jungle Film, Adventure",Edgar Rice Burroughs,1912–1965,5.2,575
tt0052325,0,thetunneloflove,1958,,98.0,English Language,United States of America,"Romantic comedy, Romance Film, Comedy, Black-and-white",Peter De Vries,1954,5.8,1508
tt0052326,0,twilightforthegods,1958,,120.0,English Language,United States of America,"Thriller, Disaster, Action, Drama, Adventure",Ernest K. Gann,1958,5.8,308
tt0052357,0,vertigo,1958,14000000.0,129.0,English Language,United States of America,"Thriller, Crime Fiction, Detective, Psychological thriller, Mystery, Drama, Suspense, Film adaptation, Crime Thriller, Romance Film, Film noir",Pierre Boileau and Thomas Narcejac,1954,8.3,436275
tt0052365,0,thevikings,1958,,116.0,English Language,United States of America,"Adventure, Costume Adventure, Historical fiction, Epic, Action/Adventure, Period piece, Drama, Action",Edison Marshall,1951,7.0,16001
tt0052561,0,anatomyofamurder,1959,11000000.0,161.0,English Language,United States of America,"Thriller, Black-and-white, Mystery, Drama, Crime Thriller, Courtroom Drama",John D. Voelker[N 5],1958,8.0,73343
tt0052563,0,theangryhills,1959,,105.0,English Language,"United States of America, United Kingdom","Thriller, Spy, Action, Drama, War film",Leon Uris,1955,5.7,1184
tt0052618,0,ben-hur,1959,146900000.0,219.0,English Language,United States of America,"History, Romance Film, Action, Drama, Adventure",Lew Wallace,1880,8.1,257725
tt0052627,0,thebigfisherman,1959,,180.0,English Language,United States of America,"Christian film, Drama, Epic, Biopic [feature]",Lloyd C. Douglas,1948,5.4,464
tt0052638,0,theblueangel,1959,,107.0,English Language,United States of America,Drama,Heinrich Mann,1905,6.2,358
tt0052672,0,thecaptain'stable,1959,,90.0,English Language,United Kingdom,Comedy,Richard Gordon,1954,5.9,410
tt0052680,0,cashmccall,1960,,102.0,English Language,United States of America,"Romantic comedy, Romance Film, Drama",Cameron Hawley,1955,6.3,1641
tt0052700,0,compulsion,1959,1800000.0,103.0,English Language,United States of America,"Crime Fiction, Drama, Film noir, Courtroom Drama",Meyer Levin,1956,7.4,7778
tt0052706,0,countyourblessings,1959,,102.0,English Language,United States of America,"Drama, Comedy",Nancy Mitford,1951,5.0,411
tt0052722,0,darbyo'gillandthelittlepeople,1959,,90.0,English Language,United States of America,"Fantasy, Family Film, Drama, Adventure",Herminie Templeton Kavanagh,1903,7.1,9556
tt0052847,0,gidget,1959,,95.0,English Language,United States of America,"Romantic comedy, Romance Film, Comedy, Teen, Beach Film",Frederick Kohner,1957,6.6,3957
tt0052864,0,greenmansions,1959,,104.0,English Language,United States of America,"Romance Film, Action, Drama, Adventure",William Henry Hudson,1904,5.3,2646
tt0052905,0,thehoundofthebaskervilles,1959,,86.0,English Language,United Kingdom,"Crime Fiction, Thriller, Horror, Detective, Supernatural, Mystery, Suspense, Crime Thriller",Arthur Conan Doyle,1901,6.9,12814
tt0052948,0,journeytothecenteroftheearth,1959,5000000.0,132.0,"French Language, Icelandic Language, Italian Language, English Language, Russian Language",United States of America,"Science Fiction, Family Film, Fantasy, Adventure, Steampunk",Jules Verne,1864,7.0,20078
tt0053002,0,lesliaisonsdangereuses,1959,,95.0,French Language,"France, Italy","Erotica, World cinema, Black-and-white, Drama, Romantic drama, Romance Film",Pierre Choderlos de Laclos,1782,6.8,1550
tt0053017,0,lonelyhearts,1958,,103.0,English Language,United States of America,"Melodrama, Drama, Black-and-white, Film noir, Film adaptation",Nathanael West,1933,6.6,1544
tt0053043,0,themanwhounderstoodwomen,1959,,135.0,English Language,United States of America,"Comedy-drama, Drama",Romain Gary,1952,4.4,240
tt0053133,0,oddsagainsttomorrow,1959,,95.0,English Language,United States of America,"Thriller, Crime Fiction, Heist, Caper story, Crime Drama, Black-and-white, Drama, Film noir",William P. McGivern,1958,7.4,5713
tt0053271,0,theshaggydog,1959,,104.0,English Language,United States of America,"Drama, Family Film, Fantasy, Comedy",Felix Salten,1923,6.4,5704
tt0053298,0,thesoundandthefury,1959,,110.0,English Language,United States of America,Drama,William Faulkner,1929,6.2,1047
tt0053334,0,tarzan'sgreatestadventure,1959,,88.0,English Language,United Kingdom,"Jungle Film, Action, Drama, Adventure",Edgar Rice Burroughs,1912–1965,6.4,1471
tt0053335,0,"tarzan,theapeman",1959,,82.0,English Language,United States of America,"Action, Adventure",Edgar Rice Burroughs,1912–1965,3.8,404
tt0053344,0,terrorisaman,1959,,89.0,,"United States of America, Philippines","Filipino Movies, Sci-Fi Horror, Horror, Science Fiction, Creature Film",H. G. Wells,1896,5.3,865
tt0053351,0,theycametocordura,1959,,123.0,English Language,United States of America,"Action/Adventure, Western, Action, Drama, War film",Glendon Swarthout,1958,6.4,2504
tt0053352,0,thirdmanonthemountain,1959,,107.0,English Language,United States of America,"Drama, Family Film, Family Drama, Coming of age, Adventure",James Ramsey Ullman,1900,7.0,1298
tt0053354,0,the39steps,1959,,93.0,English Language,United Kingdom,"Thriller, Remake, Action/Adventure, Mystery, Drama, Suspense, Film adaptation, Action, Spy",John Buchan,1915,6.6,2474
tt0053436,0,watusi,1959,,85.0,English Language,United States of America,Adventure, SirH. Rider Haggard,1885,5.5,365
tt0053454,0,"theworld,thefleshandthedevil",1959,,95.0,English Language,United States of America,"Disaster, Science Fiction, Doomsday film",M. P. Shiel,1901,6.8,3603
tt0053455,0,thewreckofthemarydeare,1959,,105.0,English Language,"United States of America, United Kingdom","Thriller, Adventure, Action/Adventure, Drama, Film adaptation, Action, Courtroom Drama",Hammond Innes,1956,6.7,3031
tt0053457,0,yellowstonekelly,1959,,91.0,English Language,United States of America,"Action/Adventure, Indian Western, Western",Henry Wilson Allen,1958,6.6,1323
tt0053462,0,theyoungphiladelphians,1959,,136.0,English Language,United States of America,"Melodrama, Drama, Courtroom Drama",Richard P. Powell,1957,7.4,4370
tt0053571,0,theadventuresofhuckleberryfinn,1960,,107.0,English Language,United States of America,"Family Film, Family Drama, Drama, Comedy, Adventure",Mark Twain,1884,6.2,1624
tt0053601,0,theangelworered,1960,,95.0,"Italian Language, English Language","United States of America, Italy","Romance Film, Drama, Black-and-white, War film",Bruce Marshall,1953,5.8,873
tt0053622,0,butterfield8,1960,7552000.0,109.0,English Language,United States of America,"Romantic drama, Melodrama, Drama",John O'Hara,1935,6.3,7530
tt0053652,0,bidayawanihaya,1960,,,Arabic Language,Egypt,Drama,Naguib Mahfouz,1960,8.0,722
tt0053677,0,thebridesofdracula,1960,,85.0,English Language,"United States of America, United Kingdom","Horror, Costume Horror",Bram Stoker,1897,6.6,9231
tt0053715,0,cimarron,1960,,147.0,English Language,United States of America,"Western, Epic",Edna Ferber,1929,6.4,3517
tt0053752,0,thedaytheyrobbedthebankofengland,1960,,85.0,English Language,United Kingdom,"Crime Fiction, Mystery, Caper story",John Brophy,1959,6.6,981
tt0053775,0,doctorinlove,1960,,93.0,English Language,United Kingdom,"Romance Film, Comedy",Richard Gordon,1952,5.7,448
tt0053793,0,elmergantry,1960,,147.0,English Language,United States of America,Drama,Sinclair Lewis,1927,7.7,13256
tt0053804,0,exodus,1960,,212.0,English Language,United States of America,"War film, Epic, Action/Adventure, Period piece, Drama, Film adaptation, Action, Political drama",Leon Uris,1958,6.7,11731
tt0053841,0,fromtheterrace,1960,,144.0,English Language,United States of America,"Romantic drama, Romance Film, Marriage Drama, Drama",John O'Hara,1958,6.7,3260
tt0053884,0,gunsofthetimberland,1960,,91.0,English Language,United States of America,Western,Louis L'Amour,1955,5.5,595
tt0053902,0,hellerinpinktights,1960,,100.0,English Language,United States of America,"Action/Adventure, Western, Comedy, Comedy Western",Louis L'Amour,1954,5.9,1548
tt0053994,0,kidnapped,1960,,97.0,"Scottish Gaelic language, English Language",United States of America,"Costume drama, Family Film, Drama, Adventure",Robert Louis Stevenson,1886,6.6,1655
tt0054038,0,thelostworld,1960,,97.0,English Language,United States of America,"Science Fiction, Adventure, Action/Adventure, Fantasy, Film adaptation, Action",Arthur Conan Doyle,1912,5.5,4582
tt0054152,0,ourmaninhavana,1959,,107.0,English Language,United Kingdom,"Thriller, Political thriller, Black-and-white, Political satire, Satire, Drama, Comedy, Film adaptation, Crime Thriller, Spy",Graham Greene,1958,7.2,6254
tt0054195,0,pollyanna,1960,,134.0,English Language,United States of America,"Family Film, Family Drama, Drama",Eleanor H. Porter,1913,7.4,11706
tt0054215,0,psycho,1960,,108.0,English Language,United States of America,"Thriller, Horror, Psychological thriller, Black-and-white, Cult, Slasher",Robert Bloch,1959,8.5,735354
tt0054326,0,sonsandlovers,1960,,103.0,English Language,United Kingdom,"Drama, Black-and-white, Film adaptation",D. H. Lawrence,1913,7.1,1824
tt0054331,0,spartacus,1960,60000000.0,188.0,English Language,United States of America,"Adventure, Costume drama, Historical fiction, Epic, Drama, War film, Biographical film, Action, Romance Film",Howard Fast,1951,7.9,145659
tt0054357,0,swissfamilyrobinson,1960,40000000.0,126.0,English Language,United States of America,"Costume drama, Family Film, Drama, Adventure",Johann David Wyss,1812,7.1,18601
tt0054368,0,tarzanthemagnificent,1960,,82.0,English Language,United Kingdom,"Jungle Film, Action, Adventure",Edgar Rice Burroughs,1912–1965,6.3,777
tt0054387,0,thetimemachine,1960,2610000.0,103.0,English Language,United States of America,"Science Fiction, Adventure, Doomsday film, Epic, Action/Adventure, Drama, Film adaptation, Time travel, Action, Dystopia",H. G. Wells,1895,7.5,45777
tt0054428,0,theunforgiven,1960,,121.0,English Language,United States of America,"Action/Adventure, Western, Action, Drama",Alan Le May,1957,6.6,10003
tt0054443,0,villageofthedamned,1960,,77.0,English Language,United Kingdom,"Science Fiction, Horror",John Wyndham,1957,7.3,19666
tt0054469,0,wheretheboysare,1960,,100.0,English Language,United States of America,"Romantic comedy, Romance Film, Coming of age, Comedy",Glendon Swarthout,1960,6.7,3172
tt0054476,0,wildriver,1960,,110.0,English Language,United States of America,"Romance Film, Drama",William Bradford Huie,1942,7.5,6327
tt0054653,0,backstreet,1961,,107.0,English Language,United States of America,Drama,Fannie Hurst,1931,6.6,1328
tt0054740,0,thesingernotthesong,1961,,132.0,,United Kingdom,Drama,Audrey Erskine Lindop,1953,6.2,720
tt0054777,0,thecurseofthewerewolf,1961,,91.0,English Language,United Kingdom,"Horror, Creature Film, Costume Horror",Guy Endore,1933,6.5,7194
tt0054883,0,flightofthelostballoon,1961,,91.0,English Language,United States of America,Adventure,Jules Verne,1863,4.6,182
tt0054934,0,goldofthesevensaints,1961,,88.0,English Language,United States of America,"Western, Adventure", Steve Frazee,1957,6.4,728
tt0054936,0,goodbyeagain,1961,,120.0,English Language,"France, United States of America","Romance Film, Drama, Black-and-white, Film adaptation",Françoise Sagan,1959,7.0,3170
tt0054953,0,thegunsofnavarone,1961,,156.0,"Greek Language, German Language, English Language","United States of America, United Kingdom","Action, Drama, Adventure, War film",Alistair MacLean,1957,7.5,56610
tt0054997,0,thehustler,1961,7600000.0,135.0,English Language,United States of America,"Sports, Drama, Black-and-white",Walter Tevis,1959,7.9,87889
tt0055098,0,thegreengagesummer,1961,,99.0,English Language,United Kingdom,"Drama, Coming of age",Rumer Godden,1958,6.7,608
tt0055152,0,masteroftheworld,1961,,98.0,English Language,United States of America,"Science Fiction, Adventure, Period piece, Fantasy, Film adaptation, Drama, Action, Steampunk",Jules Verne,1904,5.8,3600
